CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
295220707,6/26/2016,12:10:00,6/26/2018,13:05:00,6/26/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,GYM/FITNESS FACILITY,,,"987,583","210,248",40.74376639,-73.98797325,"(40.743766388, -73.987973246)"
662026726,6/26/2016,11:00:00,,,6/26/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,PUBLIC SCHOOL,,,"997,334","237,085",40.8174178,-73.95273137,"(40.817417796, -73.952731368)"
980268220,7/1/2016,8:00:00,7/31/2016,20:00:00,3/17/2018,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,002,644","250,694",40.8547611,-73.93351,"(40.854761099, -73.933510004)"
202864689,7/1/2016,9:02:00,2/9/2018,8:45:00,2/9/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,"991,583","208,144",40.73798902,-73.97354025,"(40.737989018, -73.973540251)"
583959548,7/1/2016,9:00:00,12/29/2017,14:16:00,1/2/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"999,358","222,038",40.77611464,-73.94545288,"(40.776114639, -73.945452881)"
980866933,7/2/2016,19:00:00,9/30/2016,12:00:00,3/7/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,RESIDENCE - APT. HOUSE,,,"996,463","235,457",40.81295064,-73.95588109,"(40.812950638, -73.955881094)"
434726643,7/10/2016,12:00:00,4/18/2018,12:00:00,5/2/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"997,805","222,252",40.77670453,-73.95105967,"(40.776704532, -73.951059671)"
501279711,7/26/2016,11:22:00,,,2/20/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,23,,TRANSIT - NYC SUBWAY,,,"999,643","228,852",40.79481676,-73.94440825,"(40.79481676, -73.944408254)"
562074073,8/1/2016,12:00:00,6/30/2017,12:00:00,4/4/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,"989,145","210,412",40.7442158,-73.98233615,"(40.7442158, -73.982336146)"
733645152,8/1/2016,12:00:00,2/18/2018,17:00:00,2/21/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,,RESIDENCE - APT. HOUSE,,,"1,000,142","225,685",40.78612331,-73.94261356,"(40.786123314, -73.942613564)"
236960258,8/1/2016,9:00:00,,,1/29/2018,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,"989,866","208,688",40.73948342,-73.97973561,"(40.73948342, -73.979735608)"
491159932,8/11/2016,8:00:00,10/17/2016,8:00:00,4/28/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,"993,373","229,301",40.79605784,-73.96705231,"(40.79605784, -73.967052307)"
641463662,8/13/2016,12:00:00,12/27/2017,8:56:00,1/8/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,"980,219","197,152",40.70782075,-74.01454076,"(40.707820753, -74.014540763)"
358351963,8/15/2016,13:00:00,10/15/2016,15:00:00,3/13/2018,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"996,001","223,898",40.78122495,-73.95757033,"(40.781224949, -73.957570326)"
588484479,8/19/2016,22:00:00,1/31/2018,22:26:00,1/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,004,150","249,306",40.85094819,-73.92807017,"(40.850948187, -73.928070171)"
270997227,9/1/2016,7:30:00,5/9/2018,7:30:00,5/31/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,FRONT OF,STREET,,,"994,276","218,779",40.76717676,-73.96380668,"(40.76717676, -73.963806683)"
488691427,9/1/2016,12:00:00,5/22/2018,12:00:00,5/22/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,"987,873","212,315",40.74943967,-73.98692557,"(40.74943967, -73.986925574)"
644019123,9/1/2016,9:00:00,4/30/2017,16:00:00,5/3/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"995,082","218,842",40.76734873,-73.96089685,"(40.767348727, -73.960896849)"
112249779,9/1/2016,16:00:00,3/31/2018,23:59:00,4/11/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,GYM/FITNESS FACILITY,,,"982,752","206,772",40.73422613,-74.00540669,"(40.734226128, -74.005406689)"
800913042,9/1/2016,16:00:00,,,3/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,OPPOSITE OF,STREET,,,"992,532","212,752",40.75063599,-73.9701101,"(40.75063599, -73.970110103)"
265434362,9/1/2016,12:00:00,2/12/2018,14:20:00,2/12/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,"982,276","196,845",40.70697881,-74.00712133,"(40.706978808, -74.007121329)"
220387491,9/1/2016,1:00:00,8/1/2017,1:00:00,1/28/2018,109,GRAND LARCENY,434,"LARCENY,GRAND BY OPEN BANK ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,"1,002,134","233,838",40.80849727,-73.93539851,"(40.808497274, -73.935398508)"
767287359,9/2/2016,0:00:00,9/12/2016,0:00:00,3/6/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415,-74.00125319,"(40.716344152, -74.001253193)"
107620142,9/2/2016,9:00:00,1/15/2018,11:00:00,1/15/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,MAILBOX INSIDE,,,"1,001,534","248,877",40.84977622,-73.93752717,"(40.849776217, -73.937527165)"
968862224,9/6/2016,20:00:00,9/6/2016,20:30:00,5/17/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,"985,679","213,954",40.75393894,-73.99484366,"(40.753938938, -73.994843655)"
989656396,9/6/2016,12:00:00,9/22/2016,15:30:00,3/22/2018,121,CRIMINAL MISCHIEF & RELATED OF,268,CRIMINAL MIS 2 & 3,COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,5,,TRANSIT FACILITY (OTHER),,,"983,125","199,091",40.7131437,-74.00405951,"(40.713143696, -74.004059506)"
956081621,9/9/2016,12:00:00,,,3/26/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,COMMERCIAL BUILDING,,,"987,060","208,451",40.73883425,-73.98986141,"(40.738834251, -73.98986141)"
545836263,9/10/2016,7:00:00,9/10/2016,8:00:00,5/3/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,FRONT OF,MAILBOX OUTSIDE,,,"1,006,630","255,469",40.86785783,-73.9190853,"(40.867857829, -73.919085298)"
928266246,9/15/2016,10:00:00,2/1/2018,11:00:00,2/1/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,"992,848","228,356",40.7934646,-73.96894964,"(40.793464597, -73.968949638)"
151157641,9/20/2016,9:00:00,,,2/16/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,"985,324","204,347",40.72757016,-73.99612651,"(40.727570158, -73.996126514)"
951151453,10/1/2016,10:00:00,4/12/2018,10:15:00,4/13/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,GYM/FITNESS FACILITY,,,"987,358","221,232",40.77391474,-73.98878015,"(40.773914744, -73.988780154)"
539810329,10/1/2016,0:01:00,3/5/2018,12:00:00,4/2/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,"994,058","215,488",40.75814405,-73.96459848,"(40.758144054, -73.964598483)"
107985447,10/4/2016,23:30:00,10/4/2016,23:55:00,1/11/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,"997,376","233,927",40.8087499,-73.95258581,"(40.808749904, -73.952585806)"
776640196,10/7/2016,8:00:00,10/7/2016,18:00:00,4/17/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,"1,001,797","232,216",40.80404601,-73.9366201,"(40.804046007, -73.936620103)"
469272106,10/7/2016,0:01:00,10/31/2016,23:59:00,3/27/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,"997,376","233,927",40.8087499,-73.95258581,"(40.808749904, -73.952585806)"
617336130,10/16/2016,0:00:00,6/2/2018,19:22:00,6/2/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,"996,507","238,483",40.8212561,-73.95571661,"(40.821256099, -73.955716613)"
623814286,10/16/2016,0:01:00,6/14/2017,12:00:00,2/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,"992,256","228,214",40.7930754,-73.97108782,"(40.793075401, -73.971087823)"
738938362,10/17/2016,2:00:00,3/4/2018,16:00:00,3/4/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,BARUCH,"990,933","200,320",40.71651456,-73.97589355,"(40.716514555, -73.975893551)"
736942748,10/26/2016,8:00:00,4/27/2018,16:00:00,5/14/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,"988,341","212,669",40.75041111,-73.98523629,"(40.750411107, -73.985236286)"
478269317,10/26/2016,8:00:00,1/5/2018,17:00:00,2/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,003,438","251,058",40.85575848,-73.93063878,"(40.855758481, -73.930638777)"
928212188,10/29/2016,0:00:00,11/9/2016,0:00:00,2/12/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415,-74.00125319,"(40.716344152, -74.001253193)"
598248457,10/30/2016,21:00:00,10/30/2016,21:30:00,1/23/2018,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,,,"984,340","216,674",40.76140476,-73.99967657,"(40.76140476, -73.999676569)"
340703673,11/1/2016,0:00:00,11/1/2016,23:59:00,3/20/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,005,202","253,699",40.86300322,-73.92425384,"(40.863003221, -73.924253843)"
244995083,11/1/2016,9:00:00,3/9/2018,20:55:00,3/9/2018,112,THEFT-FRAUD,772,COMPUTER TAMPER/TRESSPASS,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,"985,802","213,781",40.75346408,-73.99439974,"(40.753464076, -73.994399743)"
191995705,11/1/2016,0:00:00,11/10/2016,0:00:00,1/10/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415,-74.00125319,"(40.716344152, -74.001253193)"
975869468,11/6/2016,1:30:00,11/6/2016,2:00:00,5/10/2018,104,RAPE,159,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,"982,752","206,772",40.73422613,-74.00540669,"(40.734226128, -74.005406689)"
654645618,11/8/2016,20:00:00,,,5/13/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,HOTEL/MOTEL,,,"988,353","217,918",40.76481827,-73.98518977,"(40.764818269, -73.985189773)"
492288529,11/8/2016,0:01:00,,,1/18/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,"990,125","214,834",40.75635248,-73.97879561,"(40.756352479, -73.978795614)"
870003814,11/16/2016,15:00:00,5/10/2018,12:19:00,5/10/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,,,"987,721","202,253",40.72182202,-73.98747935,"(40.721822019, -73.987479351)"
342851500,11/16/2016,9:00:00,2/1/2018,23:59:00,2/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,"987,368","207,722",40.73683322,-73.98875031,"(40.736833222, -73.988750312)"
254850113,11/18/2016,15:00:00,11/29/2016,12:00:00,1/28/2018,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,"989,741","215,196",40.75734632,-73.98018137,"(40.757346324, -73.980181368)"
511689414,11/18/2016,14:00:00,1/3/2018,14:00:00,1/5/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,"990,598","212,007",40.74859275,-73.97709099,"(40.748592752, -73.977090987)"
311229102,11/20/2016,18:00:00,12/28/2016,18:00:00,2/2/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,19,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"999,557","223,723",40.78073918,-73.94473054,"(40.780739178, -73.944730538)"
237085551,11/20/2016,12:00:00,11/26/2016,23:59:00,1/23/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,"1,001,769","234,797",40.81113019,-73.93671451,"(40.811130194, -73.936714506)"
728840501,11/24/2016,15:00:00,6/13/2018,15:00:00,6/13/2018,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,32,FRONT OF,RESIDENCE - PUBLIC HOUSING,,RANGEL,"1,002,118","242,744",40.83294176,-73.93543259,"(40.832941761, -73.935432593)"
307927570,11/29/2016,13:00:00,,,1/3/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,DEPARTMENT STORE,,,"996,345","230,977",40.80065444,-73.95631545,"(40.800654436, -73.956315447)"
758504977,11/30/2016,8:00:00,11/30/2016,18:00:00,4/12/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,"1,001,797","232,216",40.80404601,-73.9366201,"(40.804046007, -73.936620103)"
620172690,12/1/2016,0:01:00,12/24/2016,23:59:00,5/8/2018,104,RAPE,155,RAPE 2,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,"1,000,555","230,994",40.80069433,-73.94110929,"(40.800694331, -73.941109286)"
723730997,12/1/2016,9:00:00,,,3/19/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,JOHNSON,"1,000,102","229,680",40.79708858,-73.94274858,"(40.797088584, -73.94274858)"
913879880,12/1/2016,20:53:00,,,3/16/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,,,"999,342","233,575",40.80778062,-73.94548473,"(40.807780622, -73.945484727)"
388970644,12/1/2016,10:00:00,12/22/2017,10:00:00,3/4/2018,109,GRAND LARCENY,443,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,"982,733","198,432",40.71133484,-74.00547337,"(40.711334838, -74.005473365)"
958556764,12/1/2016,9:00:00,,,2/5/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,"999,911","242,928",40.83345098,-73.94340751,"(40.833450977, -73.943407506)"
744548390,12/5/2016,14:00:00,12/5/2016,14:30:00,5/3/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,"1,001,797","232,216",40.80404601,-73.9366201,"(40.804046007, -73.936620103)"
278114175,12/5/2016,16:30:00,1/25/2018,16:00:00,1/30/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,,,"989,741","215,196",40.75734632,-73.98018137,"(40.757346324, -73.980181368)"
596043513,12/7/2016,10:00:00,1/18/2018,18:00:00,2/23/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DOCTOR/DENTIST OFFICE,,,"993,538","217,312",40.76315103,-73.96647296,"(40.763151029, -73.966472956)"
945860965,12/12/2016,0:00:00,3/31/2017,23:59:00,4/18/2018,115,PROSTITUTION & RELATED OFFENSES,586,SEX TRAFFICKING,COMPLETED,FELONY,PORT AUTHORITY,MANHATTAN,14,INSIDE,BUS TERMINAL,,,"985,679","213,954",40.75393894,-73.99484366,"(40.753938938, -73.994843655)"
589667703,12/18/2016,17:35:00,,,3/16/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,,,"999,342","233,575",40.80778062,-73.94548473,"(40.807780622, -73.945484727)"
775120794,12/20/2016,0:01:00,12/20/2016,23:59:00,3/20/2018,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,002,106","249,501",40.85148777,-73.93545797,"(40.851487774, -73.935457967)"
584037993,12/22/2016,14:00:00,1/5/2017,9:00:00,3/29/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,,STREET,,,"984,338","208,351",40.73856022,-73.9996839,"(40.738560221, -73.999683896)"
796509162,12/23/2016,9:00:00,2/20/2018,10:00:00,3/11/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,005,317","255,575",40.868152,-73.92383219,"(40.868151998, -73.923832188)"
434208277,12/26/2016,0:01:00,4/11/2018,7:00:00,4/12/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,MAILBOX OUTSIDE,,,"993,174","228,016",40.79253107,-73.96777274,"(40.792531066, -73.967772735)"
519767678,12/26/2016,0:01:00,1/1/2017,0:01:00,1/11/2018,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,,PARKING LOT/GARAGE (PUBLIC),,,"988,934","200,565",40.71718831,-73.98310447,"(40.717188305, -73.983104465)"
809715786,12/30/2016,9:00:00,,10:00:00,5/4/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,"988,926","211,121",40.74616195,-73.98312599,"(40.746161946, -73.98312599)"
